id,polarity,text,pos,neg,neu,sum,exclamation_freq,question_freq,uppercase_freq,word_count,char_count
t1026,neutral,be you use this program in 64 - bit linux ?,1,-1,0,0,0.0,0.09090909090909091,0.0,11,43
t1027,neutral,see : < link >,1,-1,0,0,0.0,0.0,0.0,5,14
t1028,negative,"what you be implement here be very similar to a . do it by hand be the only way I be afraid ! my advice be to use in your class a definition and override the property for your class b implementation : functionally , this will act similarly . the only downside be that your wrap class a instance can no long be change independently of your class b instance . be this a requirement ?",1,-4,-1,-4,0.012987012987012988,0.012987012987012988,0.0026246719160104987,77,381
t1029,negative,"I hate Dev - C++ but because of a library , I have to use it ! ! ! what be the matter for Dev - C++ or be there error in my code about use referance variable ? error : 9 c:***\main.c syntax error before ' & ' token",1,-4,-1,-4,0.06,0.02,0.028037383177570093,50,214
t1032,negative,"ok , I can continue to do web dev on my mac by share the webdev folder on my ubuntu laptop . this be a really terrible solution though .",1,-4,-1,-4,0.0,0.0,0.007352941176470588,30,136
t1033,neutral,its not line up side by side .,1,-1,0,0,0.0,0.0,0.0,8,30
t1035,neutral,edit with form submit event handler,1,-1,0,0,0.0,0.0,0.0,6,35
t1036,positive,"that be excellent , and work absolutely beautiful !",4,-1,1,4,0.1111111111111111,0.0,0.0,9,51
t1037,negative,Blimey - I hate XML namespace !,1,-4,-1,-4,0.14285714285714285,0.0,0.16129032258064516,7,31
t1039,negative,be there a way to zoom extent of a collection of shape without compute min / max xy 's and wh be - very painful when slope line be involve . perhaps some kind of pixel detection ?,1,-1,0,0,0.0,0.02631578947368421,0.0,38,179
t1040,neutral,what version of Python be it ?,1,-1,0,0,0.0,0.14285714285714285,0.03333333333333333,7,30
t1041,positive,+1 pine be excellent !,4,-1,1,4,0.2,0.0,0.0,5,22
t1042,negative,be it to use the ViewData argument ? as you already have see that would be absolutely horrible . what I want to know be this : what be the recommend way to pass this sort of layout configuration to the partial view ? by use a view model of course : and then : and then : and then : and then : and so on ...,1,-1,0,0,0.0,0.029411764705882353,0.00980392156862745,68,306
t1043,positive,love the keyboard geek part !,1,-1,0,0,0.16666666666666666,0.0,0.0,6,29
t1044,negative,"in my android app I be try to share an open Graph include an object and an action . in my facebook app I add a story : and ( be this ok ? ) . when I try to add an image to the object in the og I get above error . this be my code : here be the logcat : what be I do wrong ? maybe I be mess up some string in the story , facebook tutorial be awful !",1,-4,-1,-4,0.011627906976744186,0.023255813953488372,0.020172910662824207,86,347
t1046,positive,"I have find the from Position Absolute to just be that , absolutely awesome ! :) . I have an on how to include it in ASP.NET MVC and in ASP.NET , you could just pass it the generate form I d.",5,-1,1,5,0.023809523809523808,0.0,0.10471204188481675,42,191
t1048,negative,"I do not find a solution . thus , I delomboke the source code and do it with plain vanilla Java ... sad :-(",1,-5,-1,-5,0.0,0.0,0.028037383177570093,24,107
t1051,positive,"excellent , thank !",2,-1,1,2,0.25,0.0,0.0,4,19
t1052,negative,I have a datagridview and need of context menu . when I right - click on cell ( RED POINT ) - context menu show .. but in wrong place . can not understand why here be the code : that stuff really annoy I !,1,-4,-1,-4,0.021739130434782608,0.0,0.05365853658536585,46,205
t1053,neutral,try to use the system . DateTime class .,1,-1,0,0,0.0,0.0,0.05,9,40
t1056,positive,I see question about GWT + SPRING + HIBERNATE integration but none be clear or up to date with the current version ! please if there be anyone who have a clear and simple example of the integration ( form submit and save in DB ) I will be extremely thankful ! if you could put the simple project in a ZIP and upload it ( with its jar it will be great ) thank you !,3,-1,1,3,0.03896103896103896,0.0,0.06868131868131869,77,364
t1057,neutral,how large be the file ? can it fit in memory ?,1,-1,0,0,0.0,0.16666666666666666,0.0,12,46
t1058,negative,"not sure this answer the question accurately , what do everyone else think ?",1,-1,0,0,0.0,0.07142857142857142,0.0,14,76
t1060,neutral,could you rewrite the question to reflect that ?,1,-1,0,0,0.0,0.1111111111111111,0.0,9,48
t1062,negative,"error handling in classic asp be a complete pain . you can catch the error where you think it be go to occur use , then check for the error code in the follow line of code . alternately you can scan the server log for 500 error . or set up a "" 500 error "" page in your IIS setting .",1,-5,-1,-5,0.0,0.0,0.010638297872340425,63,282
t1063,negative,whatever generate this code be terribly break !,1,-3,-1,-3,0.125,0.0,0.0,8,47
t1064,neutral,what be the difference between ?,1,-1,0,0,0.0,0.16666666666666666,0.0,6,32
t1065,neutral,I think you would be well off with Iterables .,1,-1,0,0,0.0,0.0,0.043478260869565216,10,46
t1066,negative,I do not know that . I always think it be and .,1,-1,0,0,0.0,0.0,0.0425531914893617,13,47
t1068,neutral,it do not support postgre yet .,1,-1,0,0,0.0,0.0,0.0,7,31
t1069,neutral,I think you be look for the .,1,-1,0,0,0.0,0.0,0.034482758620689655,8,29
t1070,neutral,could you give the corresponding url in a comment so someone may edit they into your answer ?,1,-1,0,0,0.0,0.05555555555555555,0.0,18,93
t1072,negative,"I be new to ror and be find the scatter documentation extremely frustrating ! when the command rail generate model or rail scaffold be any filed automatically create . I be think here about the I d field in particular . additionally , could anyone point I to the documentation which specify this ?",1,-4,-1,-4,0.018518518518518517,0.018518518518518517,0.013468013468013467,54,297
t1073,neutral,+1 simple be lgant .,1,-1,0,0,0.0,0.0,0.0,5,20
t1074,positive,can do it ! and you can find other plugin on the . note that you can not use this plugin with github page . this video be excellent !,4,-1,1,4,0.06666666666666667,0.0,0.0,30,133
t1075,negative,here be a really terrible hack if you do not want the indirection and do not mind do the cleanup yourself :,1,-4,-1,-4,0.0,0.0,0.0,22,107
t1076,positive,"I have import the datum into an database . Patient(pt_id , pt_name , pt_type , pt_loc ) now , I want to find which of these a primary ( have unique ) value . any way I could find be would return the same value any input would be great :) thank ! ! !",4,-1,1,4,0.05454545454545454,0.0,0.01606425702811245,55,249
t1078,positive,< @user > no worry !,1,-3,-1,-3,0.16666666666666666,0.0,0.0,6,20
t1080,positive,"< @user > : excellent ! now I understand what be go on , rather than just thrash , as before . I think your explanation ( about the canvas ignore ` refresh - now ` before it be open ) be very sensible . ( if any racket developer be listen here , it seem a valuable tool would be a way to pause until the frame be ready for action , platform - independent . )",4,-1,1,4,0.01282051282051282,0.0,0.00558659217877095,78,358
t1081,positive,I be in Ubuntu use gVim . something be just wrong with the Window management of gVim - it keep resize on I ! ... it usually happen when I either switch tab or split the window or switch between split . any help would be completely awesome ! thank !,4,-1,1,4,0.058823529411764705,0.0,0.028225806451612902,51,248
t1083,negative,I be have use the remove data method to remove validation from the page . this work but throw an error in the console window and crash with IE8 ( I be be force to develop to this browser ... sad I know ! ) . do anyone know how I can stop this error ? here be my code to remove the validator : here be the error message from the console :,1,-4,-1,-4,0.013513513513513514,0.013513513513513514,0.017804154302670624,74,337
t1084,positive,"there be a such thing as a [ sublime - project](<link > file which you could check into Version control , but it seem like it could be overridden by Syntax specific setting per the [ setting doc](<link > and people would likely have to use the project file to get the benefit . [ this blog](<link > be also interesting and applicable .",2,-1,1,2,0.0,0.0,0.005970149253731343,64,335
t1085,neutral,which version of the jQuery core be you use ?,1,-1,0,0,0.0,0.1,0.022222222222222223,10,45
t1087,neutral,"that be what I think , that be why I be surprised",1,-1,0,0,0.0,0.0,0.04081632653061224,12,49
t1088,negative,"just have this happen to I .. very annoying ! I be use "" Pandora Recovery "" to try and restore the file , because I have no other backup .",1,-4,-1,-4,0.03225806451612903,0.0,0.036231884057971016,31,138
t1090,negative,` Logger logger = new logger.getLogger ` - I would be more worried about the impending logpocalypse !,1,-1,0,0,0.05555555555555555,0.0,0.0297029702970297,18,101
t1091,positive,"yes , it be possible , juste remove the second parameter of your method ( it be totally useless ) ans it will work ( I test the code ) !",1,-3,-1,-3,0.03225806451612903,0.0,0.007352941176470588,31,136
t1092,negative,double be not compare that way in real life ...,1,-1,0,0,0.0,0.0,0.0,10,47
t1093,neutral,never hardcode url . always use url helper when deal with url :,1,-1,0,0,0.0,0.0,0.0,13,63
t1097,positive,"I be use MongoMapper and be try to come up with a way to use an abbreviate field name . I want to keep the key as plain english but have the field name store short ( e.g. "" name "" map to "" _ n "" ) . I notice a conversation but it end up close ( ) and I be wonder if anybody have an example of how to accomplish this . I would be extremely grateful for any feedback !",1,-1,0,0,0.011904761904761904,0.0,0.01912568306010929,84,366
t1099,negative,"ohh , well this be sad ! I find the error and it unfortunately just be a typographical error ...",1,-4,-1,-4,0.05,0.0,0.010416666666666666,20,96
t1102,neutral,< link >,1,-1,0,0,0.0,0.0,0.0,3,8
t1103,negative,"I run into the same thing a few year ago with a PI system , so I do feel your pain !",1,-4,-1,-4,0.045454545454545456,0.0,0.047619047619047616,22,84
t1105,positive,"I find the answer ! it appear to be an issue with send to the development device token . like most people , we have a database that store the device token , and the early record be populate with our device token from test . as soon as I net out those device token from my list , all work ! I really hope someone find this useful !",1,-1,0,0,0.04285714285714286,0.0,0.00909090909090909,70,330
t1106,negative,this one do not : why be that ?,1,-1,0,0,0.0,0.1111111111111111,0.0,9,31
t1108,positive,that be super great ! < @user > thank ! ! !,3,-1,1,3,0.3333333333333333,0.0,0.0,12,43
t1110,neutral,see related : < link >,1,-1,0,0,0.0,0.0,0.0,6,22
t1111,positive,theoretically if you wrap the function of each file in a separate class then you can call they both without problem . you do not even need to really worry about class state if you call they statically .,1,-1,0,0,0.0,0.0,0.0,39,202
t1113,positive,"sure , you can . just mark your content with the appropriate langauge code : if you use the follow CSS , the spanish text be format with the most - love font style comic san ms : Easy !",3,-1,1,3,0.025,0.0,0.021621621621621623,40,185
t1114,positive,"excellent ! , thank for remember :)",2,-1,1,2,0.14285714285714285,0.0,0.0,7,35
t1115,negative,my experience with SOAP be not good ): and documentation(at least in D2010 ) be extremely poor !,1,-4,-1,-4,0.05555555555555555,0.0,0.052083333333333336,18,96
t1116,negative,"in my case sometimes begin work after "" Source Control / Update "" . actually , its terrible bug , you have no guarantee that you see actual list ! ! !",1,-3,-1,-3,0.09375,0.0,0.02,32,150
t1117,negative,it be really sad that answer need to be more than three character,1,-5,-1,-5,0.0,0.0,0.0,13,65
t1118,positive,oh wow ! that do an excellent work ! thank you !,4,-1,1,4,0.25,0.0,0.0,12,48
t1120,positive,"thank you , you be positively awesome !",3,-1,1,3,0.125,0.0,0.0,8,39
t1121,positive,work very fine with jquery !,4,-1,1,4,0.16666666666666666,0.0,0.0,6,28
t1123,neutral,there be api for real - time datum . see my answer,1,-1,0,0,0.0,0.0,0.0,12,50
t1124,positive,absolutely beautiful !,3,-1,1,3,0.3333333333333333,0.0,0.0,3,22
t1125,positive,excellent ! that be what I be look for ! thank very much !,2,-1,1,2,0.21428571428571427,0.0,0.017241379310344827,14,58
t1127,positive,"Excellent Rickard ! this , together with Black Panda 's advice help we track it down .",1,-1,0,0,0.058823529411764705,0.0,0.046511627906976744,17,86
t1128,negative,"< @user > : indeed . but you have to learn an awful lot of C++ to understand WTF type trait do , and what the correspond syntax mean !",1,-4,-1,-4,0.03333333333333333,0.0,0.029850746268656716,30,134
t1129,neutral,IronPyton be your thingy dawg,1,-1,0,0,0.0,0.0,0.06896551724137931,5,29
t1130,neutral,for completness : < link >,1,-1,0,0,0.0,0.0,0.0,6,26
t1131,positive,I think StaggeredGridView be what well suit for your requirement . this be the link go and download and attach this library to your project . I use this and it work very beautifully .. !,4,-1,1,4,0.027777777777777776,0.0,0.026881720430107527,36,186
t1133,neutral,where be the func module ? be there any doc in SA ?,1,-1,0,0,0.0,0.15384615384615385,0.0392156862745098,13,51
t1134,positive,"pretty self explanatory question . I just do not know how to do it . I have be use Eclipse for about a month so I still have a lot to learn . I be use the new version of eclipse Juno and need to push the app ( or email it ) to my mytouch . how would I do it from eclipse , as that be the way I would prefer ? if I should just email it , would I email the whole project folder or just a particular piece of code ? I thank you for all your help in advance . this site have be so incredibly helpful !",2,-1,1,2,0.008771929824561403,0.017543859649122806,0.022132796780684104,114,497
t1135,neutral,"the "" main view "" be set in the application 's info.plist with the key",1,-1,0,0,0.0,0.0,0.0,15,70
t1136,neutral,can you not set the width on the contain div ?,1,-1,0,0,0.0,0.09090909090909091,0.0,11,46
t1137,positive,"calculate the height be easy , enjoy : hope it will help ! update ! ! ! you only need : instead of :",3,-1,1,3,0.16666666666666666,0.0,0.0,24,100
t1138,neutral,when must we use keyword in c # ?,1,-1,0,0,0.0,0.1111111111111111,0.0,9,33
t1139,neutral,probably your answer be well give as a comment .,1,-1,0,0,0.0,0.0,0.0,10,48
t1142,negative,"I have spend day try to find any information or work sample on how I can get google datum such as email in my gmail inbox , list of my contact , my calendar event etc ... none whatsoever :( there be break piece of some code fragment here and there , 90 % say it be be deprecate , be the a one single page on the internet that give I a work example how to do that from javascript . many page about oAuth , but I have absolutely no idea how to use it , I have spend day read broken piece here and there , but I be unable to understand what that it and how I can use it PRACTICALLY . very sad , and I be very tired to waste so much time on thing that do not work and be not document in human language , possible to understand . why do they have to overcomplicate thing so much and spread broken piece of information everywhere ?",1,-5,-1,-5,0.0,0.005747126436781609,0.024242424242424242,174,825
t1144,neutral,what language do you work in ? be there a specific Testing Harness you recommend ?,1,-1,0,0,0.0,0.125,0.024390243902439025,16,82
t1146,neutral,use a real GC instead of reference counting .,1,-1,0,0,0.0,0.0,0.044444444444444446,9,45
t1148,neutral,< @user > depend on the context . I would totally abuse a library .,1,-1,0,0,0.0,0.0,0.014925373134328358,15,67
t1149,neutral,-1 undefined behavior,1,-1,0,0,0.0,0.0,0.0,3,21
t1150,neutral,"with an you would get different result for and , but that class be clearly document as violate the general contract of map : this class be not a general - purpose Map implementation ! while this class implement the Map interface , it intentionally violate Map 's general contract , which mandate the use of the equal method when compare object . this class be design for use only in the rare case wherein reference - equality semantic be require . for normal Map implementation there be no problem with use string key .",1,-1,0,0,0.010526315789473684,0.0,0.007707129094412331,95,519
t1151,neutral,I think this question belong to serverfault.com,1,-1,0,0,0.0,0.0,0.02127659574468085,7,47
t1152,negative,I really hate to give any pointer without explanation but I think your requirement be big : : : so --- >,1,-5,-1,-5,0.0,0.0,0.019230769230769232,22,104
t1153,negative,absolutely terrible ! ! ! it be not Dependecy Injection,1,-3,-1,-3,0.3,0.0,0.03636363636363636,10,55
t1156,negative,indexed lookup in LinkedLists be O(n ) . that would could be terrible for a 3d array !,1,-1,0,0,0.05555555555555555,0.0,0.03488372093023256,18,86
t1159,neutral,this be for SQL Server 2005 + . output :,1,-1,0,0,0.0,0.0,0.1,10,40
t1160,positive,"I have an old friend who be a mathematician . he have his own math to compress his formula , which be incredibly beautiful . he work in a program call Mathematica , which transform the formula for 3d - shape . I wonder if it be possible to obtain these figure use Canvas and JavaScript ? see attach formula and figure . I know little of this myself . but I would be delighted if some one could show I an example .",5,-1,1,5,0.0,0.011904761904761904,0.021791767554479417,84,413
t1161,neutral,how to do this in codeigniter ?,1,-1,0,0,0.0,0.14285714285714285,0.0,7,31
t1162,positive,"I work with Office 2007 ( excell ) in my c # program . I do this reference : it work excellent ! , but if in the computer there be Office 2003 be it work good ? if not , what I need to do ? thank be in advance",4,-1,1,4,0.0196078431372549,0.0392156862745098,0.023923444976076555,51,209
t1163,negative,"the problem be that you never run the method , so the field stay at zero . it be a really terrible idea to give a field and a method the same name .",1,-4,-1,-4,0.0,0.0,0.0,34,148
t1164,negative,"so I be use the android Alarm to try and hit a PHP script every 3 minute .... it be go to check if a notification need to be send to the user . I keep get a nullpointer exception , and what s more weird be ... whenever I run another POST or GET request , the alarm fire off as well ( even though its set to only every 3 minute ... ) here be my code for the alarm ( alarmreceiver ): here be my code to set the alarm ( on MainActivity ):",1,-5,-1,-5,0.0,0.0,0.0367816091954023,97,435
t1165,positive,"be it possible to re - open an .xcarchive file on Xcode ? I know this be not common , but I would like to open a project exactly as it be submit to the App Store . I do not have back up of that exact build , so it would be really great to open the archive copy ! before you ask why do not I just download it from the store , I must say this build have be approve and be just pende on my release . :) thank !",4,-1,1,4,0.02127659574468085,0.010638297872340425,0.019656019656019656,94,407
t1166,positive,excellent ! thank :),3,-1,1,3,0.25,0.0,0.0,4,20
t1167,positive,"if you be really worried about performance , FirstOrDefault be O(n ) . your second query be only go to execute if the first be null . you could try use .Any(predicate ) . first ( ) lend itself to try { } catch which might be well for your situation . you do not really need to worry about performance optimization until it become an issue , though .",1,-1,0,0,0.0,0.0,0.014326647564469915,70,349
t1169,positive,"wow , great site , and people I get in an answer in less then 5 minute ! thank SLaks !",3,-1,1,3,0.09523809523809523,0.0,0.03488372093023256,21,86
t1170,negative,your formatting be absolutely horrible to read . could you fix that ?,1,-4,-1,-4,0.0,0.07692307692307693,0.0,13,69
t1174,positive,"excellent , exactly what I need !",1,-1,0,0,0.14285714285714285,0.0,0.030303030303030304,7,33
t1175,negative,I can not believe one of those Regex hater have not post a comment about how parse html with Regex contribute to the rise of Cthulhu !,1,-1,0,0,0.037037037037037035,0.0,0.029850746268656716,27,134
t1178,negative,"I be get very strange flickering on a wpf application of mine . it only happen with alpha blend content , only on my computer , and only with WPF application . at least I have not notice it with anything else . it be really annoying ! have anyone else deal with this weirdness ?",1,-4,-1,-4,0.017857142857142856,0.017857142857142856,0.017985611510791366,56,278
t1181,negative,"I be use Internet Explorer 11 . something annoying keep happen when I add code to my site through the CMS form that I use . take this line : let us say I want to copy just this in IE , through the form on the page : when I go to copy just that section , it actually copy this : it be very annoying ! it do not happen on Chrome or Firefox . for reason with the CMS I have to use internet Explorer . be there a setting I can change so that do not happen ? on Windows 7 if that help . sorry if this do not 100 % fit with programming , someone let I know if there be a well place for this question .",1,-4,-1,-4,0.007462686567164179,0.007462686567164179,0.03697478991596639,134,595
t1182,neutral,any reason for not use ssl ?,1,-1,0,0,0.0,0.14285714285714285,0.0,7,28
t1183,positive,:D :D :D :D :D :D,1,-1,0,0,0.0,0.0,0.35294117647058826,6,17
t1185,neutral,here it be :,1,-1,0,0,0.0,0.0,0.0,4,12
t1187,negative,"netbean be show all file and folder under /var/<link > as ignore , but that be not what be in the .gitignore file . any idea ? this be incredibly annoying . Git version 1.7.9.5 Netbeans version 7.2.1 ( Build 201210100934 ) here be the ignore file :",1,-5,-1,-5,0.0,0.020833333333333332,0.012096774193548387,48,248
t1188,neutral,one example be if you provide a custom in . obviously call wrong will likely produce devastating result .,1,-1,0,0,0.0,0.0,0.0,19,105
t1189,neutral,have Delphi analog of enum in C ?,1,-1,0,0,0.0,0.125,0.06060606060606061,8,33
t1190,neutral,what do ABC in WCF stand for ?,1,-1,0,0,0.0,0.125,0.2,8,30
t1191,negative,this should do it ( it be not quite a one - liner I be afraid ):,1,-5,-1,-5,0.0,0.0,0.015625,17,64
t1192,negative,"I be sorry for post so many question , but get this to work have be incredibly painful , even tho Testflight make it much easy I figure this have get to do with my Apple Push Notifications . I be use my distribution profile across all my setting . my app have be configure to both development and production . what could the cause of this error be ? as a side note , I have be work on this for the entire day , and I get stuck at one thing after the other , esp involve static library and xcode4 . be I really bad at this , or do Apple really make it so hard ?",1,-3,-1,-3,0.0,0.016666666666666666,0.019642857142857142,120,560
t1193,neutral,"be it possible ( or desirable ? ! ) to set up to behave more like ? for example , instead of write why can not I just write similarly , instead of why not just",1,-1,0,0,0.027777777777777776,0.05555555555555555,0.006289308176100629,36,159
t1194,neutral,"< @user > please read [ the Absolute Minimum every Software Developer absolutely , positively must know about Unicode and Character Sets ( No Excuses!)](<link > Unicode be not a character encoding and not concern with byte , though as a matter of fact you can not fit all unicode code point into 16 bit because there be more than 2 ^ 16 of they .",3,-1,1,3,0.015151515151515152,0.0,0.028901734104046242,66,346
t1195,negative,< @user > : that be disgraceful :(,1,-2,-1,-2,0.0,0.0,0.0,8,34
t1196,neutral,client deliver we file that big that we have to parse through .,1,-1,0,0,0.0,0.0,0.0,13,63
t1199,negative,what an awful Api !,1,-4,-1,-4,0.2,0.0,0.05263157894736842,5,19
t1200,negative,we in the process of build an IOS app ( it be yet to be launch ) . we be try to implement Push Notifications as part of the build . we have set this up via Amazon SNS and have create and register an app certificate for the app which contain push notification permission . basically we send the app message from Server code - it state that it have be publish and it return the message ID but the device do not receive anything . to clarify the device register ok for remote notification and return a device token . very frustrating ! do anyone have any tip ?,3,-3,-1,-1,0.009009009009009009,0.009009009009009009,0.02154398563734291,111,557
t1201,positive,be really awesome !,4,-1,1,4,0.25,0.0,0.0,4,19
t1202,positive,thank for the excellent link !,4,-1,1,4,0.16666666666666666,0.0,0.0,6,30
t1205,neutral,try this and it should test Damien 's thought ... or possibly this ...,1,-1,0,0,0.0,0.0,0.014285714285714285,14,70
t1206,negative,"I agree , we often face this problem when use 10 g XE database , this be really annoying !",1,-4,-1,-4,0.05,0.0,0.03333333333333333,20,90
t1209,negative,"when I refactor the follow line : use Resharper 's "" Use Object Initializer "" , I get the following : I really hate this type of formatting because with long object name and variable it just get out of control . how can I get Resharper to do the following ?",1,-5,-1,-5,0.0,0.019230769230769232,0.03501945525291829,52,257
t1212,negative,"I really hate put variable in the view . I would change your helper to to "" memoize "" it , and just keep the three function call .",1,-5,-1,-5,0.0,0.0,0.015384615384615385,29,130
t1214,positive,"NivoSlider , Flexslider , and other all require the image to be the same width and height . I need a slider that will allow I to have image with vary width . have a good example , but it only work if you have the slider take up the full width of the screen . any direction would be greatly greatly appreciate !",4,-1,1,4,0.015625,0.0,0.016129032258064516,64,310
t1215,neutral,what break when you use 1.6 ?,1,-1,0,0,0.0,0.14285714285714285,0.0,7,29
t1218,positive,I have just stumble onto this one there you will find a couple of REALLY GREAT template ! ! !,1,-1,0,0,0.15,0.0,0.12903225806451613,20,93
t1219,positive,"you can do it with BUT , you should look into jQuery , an excellent Javascript library which make it really easy to do that plus a LOT more ! it be worth the small learning curve , trust I .",4,-1,1,4,0.024390243902439025,0.0,0.04736842105263158,41,190
t1221,negative,that what I be afraid of ! cause my knowledge about ajax be zero :(,1,-4,-1,-4,0.06666666666666667,0.0,0.014925373134328358,15,67
t1222,positive,I see ... that be really great ! thank !,4,-1,1,4,0.2,0.0,0.025,10,40
t1223,negative,"I be sorry , but I do not have an eye on this thread . I be afraid the topic be not hot anymore ! ?",1,-4,-1,-4,0.038461538461538464,0.038461538461538464,0.030303030303030304,26,99
t1224,neutral,this be the old syntax that be now deprecate . backup LOG be the preferred method .,1,-1,0,0,0.0,0.0,0.03614457831325301,17,83
t1227,neutral,that be the simple query to return the result set in your example .,1,-1,0,0,0.0,0.0,0.0,14,67
t1228,positive,"you should definitely check out Jon Rista 's three - part series on .NET 2.0 configuration up on CodeProject . highly recommend , well write and extremely helpful ! he show how to create and use custom configuration section , and go on to explain how to use your own custom.config instead of or in addition to standard .NET config file . Marc",1,-1,0,0,0.015873015873015872,0.0,0.03216374269005848,63,342
t1231,negative,"I just get through this exact problem . what a pain ! if you be run a 32 - bit JVM on a 64 - bit window , make sure that you set the execution policy for the 32 - bit powershell interface . I find my 32 bit executable here : the 32- and 64 - bit powershell environment be completely distinct so set the execution policy in one have no effect on the other .",1,-4,-1,-4,0.012987012987012988,0.0,0.014044943820224719,77,356
t1233,neutral,how can I close IStream in c++ ?,1,-1,0,0,0.0,0.125,0.09375,8,32
t1236,neutral,you can use,1,-1,0,0,0.0,0.0,0.0,3,11
t1237,negative,+1 fear the unhappy robot !,1,-4,-1,-4,0.16666666666666666,0.0,0.0,6,27
t1238,negative,"be not an , it be a basic type . you can only add nsobject - derive object to an nsarray . the exc_bad_access be probably because , under the cover , it be try to access an object store at wherever your int be point to . in other word , it be use your int as a pointer to an nsobject and fail horribly when it do so .",1,-3,-1,-3,0.0,0.0,0.0,71,317
t1240,positive,"hey Piper , I see you post a lot of ` git ` question tonight ( which be completely fine ! ) but just want to make sure you be aware of < link > and the Git Community Book : < link > which might help you with some of your question . the community book even have some screencast in it . again , feel free to ask question here ... just want to pass that along to you .",4,-1,1,4,0.012195121951219513,0.0,0.0136986301369863,82,365
t1241,negative,"james , the stack trace under that be just my function name . nothing more . very frustrating :(",1,-4,-1,-4,0.0,0.0,0.0,19,96
t1242,positive,"< @user > no worry , I think I manage to fix it !",1,-3,-1,-3,0.07142857142857142,0.0,0.04081632653061224,14,49
t1243,neutral,"BTW , which auto - generate header be these ?",1,-1,0,0,0.0,0.1,0.06666666666666667,10,45
t1244,negative,"the answer do not establish the same 's as add directly to the ajax call . so in order for jQuery to do this properly I add this : where be a global variable . unfortunately , I have to write this extra line on every single ajax call . terrible ! maybe I will edit the jQuery framework to handle this ..",1,-3,-1,-3,0.015873015873015872,0.0,0.0165016501650165,63,303
t1245,positive,the following will mirror your dev db up to production on heroku : heroku rake db : push but what you probably really need(ed ) to do be run the migration heroku rake db : migrate good luck !,4,-1,1,4,0.02564102564102564,0.0,0.0,39,191
t1247,neutral,to get it to work in internet Explorer I have to use follow code :,1,-1,0,0,0.0,0.0,0.030303030303030304,15,66
t1248,negative,"I have search this and can not find it . I have try different plugin and different browser ( Firefox , Opera , and Chrome ) . I have try most of the no flash plugin for each of those as well as disable Flash plugin / addon in the setting . I also rename the file in I find by search the system . when I rename it , make Firefox and Chrome ask to install Flash , but still : return : I be not sure what else to try without uninstalle Flash , but that will be a total pain in the ass for this . I also REALLY do not want to use SWFObject just to see if Flash be at all instal which I can do simply with : any idea ?",1,-4,-1,-4,0.0,0.0072992700729927005,0.04567699836867863,137,613
t1249,negative,"I be try to generate api documentation via cabal and haddock . I want it to be latex . so I do : this fail ultimately with : be there something I can do or be something wrong with haddock ? FYI , I have to use cabal since the build process be rather complicated ( lot of preprocessor , ffi library , ... ) . invoke haddock manually be really painful . build HTML documentation however be work completely as expect . the complete output be at . I be use :",1,-2,-1,-2,0.0,0.010752688172043012,0.028634361233480177,93,454
t1250,positive,"I have a script that print out the average time when ping a server , show below : how can I add the line number to output of the script above when ping a list of server ? ? my actual output when ping list of 3 host be : I want the output to be like this : so that this can be read by excel :) thank in advanced ! !",2,-1,1,2,0.0273972602739726,0.0273972602739726,0.009554140127388535,73,314
t1254,positive,"be there a way to convert a ui form with qtDesigner to a python version to use without have an extra file ? I be use Maya for this ui , and convert this UI file to a readable python version to implement would be really great !",4,-1,1,4,0.020833333333333332,0.020833333333333332,0.022123893805309734,48,226
t1255,positive,"excellent , thank !",2,-1,1,2,0.25,0.0,0.0,4,19
t1257,negative,< @user > when downvote someone you be suggest to explain why ...,1,-1,0,0,0.0,0.0,0.0,13,65
t1258,negative,"when you call "" su "" you be create a new process that run that command , so after run exec(""su "" ) you have a new process with su right . you can not give your already run application su right I be afraid ! I be not sure how other application do this , but you can run "" su -l ls /data "" and then read from the outputstream of the process .",1,-4,-1,-4,0.013157894736842105,0.0,0.0058823529411764705,76,340
t1259,positive,"excellent , thank !",2,-1,1,2,0.25,0.0,0.0,4,19
t1261,neutral,this be an exact repost of a previous question .,1,-1,0,0,0.0,0.0,0.0,10,48
t1262,positive,"as be note in the comment the link be : he particularly pique my interest with this quote : "" ... in certain case , you be simply well off work on get more datum , then spend your time on improve the algorithm ... "" excellent presentation and presenter ( ) ! highly recommend for anyone want to start down the path of machine learning .",4,-1,1,4,0.014925373134328358,0.0,0.0,67,336
t1263,positive,"I use follow code for display three simple rollover image over one main background image . the code work absolutely fine with Chrome , but unluckily not with Mozilla ! I hope , somebody might have an idea to improve my line ! thank you already very much !",4,-1,1,4,0.061224489795918366,0.0,0.01568627450980392,49,255
t1264,positive,wow this be really awesome ! thank for that < @user >,4,-1,1,4,0.08333333333333333,0.0,0.0,12,53
t1267,positive,excellent thank you guy !,2,-1,1,2,0.2,0.0,0.0,5,25
t1268,positive,"I would recommend python as a fantastic general - purpose scripting language which be fairly quick to pick up . you will find it be more versatile for system - programming than something like php , which would be another option . you might look here as a starting point : besides , if you learn python , you can then learn django , which be incredibly awesome !",5,-1,1,5,0.014492753623188406,0.0,0.002770083102493075,69,361
t1270,positive,I have do much search on this and can not seem to find an example that help my case . I have an array like so : what I be try to achieve be a new array with group like the following : any pointer would I hugely appreciate !,4,-1,1,4,0.02,0.0,0.017937219730941704,50,223
